lightangle	2	2
lighting	0	2
lillietest	ERR:MATLAB:narginout:notValidMfile	0
lin2rgb	1	2
line	1	5
linhyptest	ERR:MATLAB:narginout:notValidMfile	0
linkage	ERR:MATLAB:narginout:notValidMfile	0
linkaxes	0	2
linkprop	1	2
linsolve	2	5
linspace	1	2
listener	ERR:MATLAB:narginout:notValidMfile	0
load	1	5
loadfigure	ERR:MATLAB:narginout:notValidMfile	0
log	1	5
log10	1	5
log1p	1	5
log2	2	5
logical	1	5
LogisticDistribution	ERR:MATLAB:narginout:notValidMfile	0
loglog	1	5
LoglogisticDistribution	ERR:MATLAB:narginout:notValidMfile	0
logm	2	2
logncdf	ERR:MATLAB:narginout:notValidMfile	0
lognfit	ERR:MATLAB:narginout:notValidMfile	0
logninv	ERR:MATLAB:narginout:notValidMfile	0
lognlike	ERR:MATLAB:narginout:notValidMfile	0
LognormalDistribution	ERR:MATLAB:narginout:notValidMfile	0
lognpdf	ERR:MATLAB:narginout:notValidMfile	0
lognrnd	ERR:MATLAB:narginout:notValidMfile	0
lognstat	ERR:MATLAB:narginout:notValidMfile	0
logspace	1	2
LoguniformDistribution	ERR:MATLAB:narginout:notValidMfile	0
lookfor	1	2
lookup	ERR:MATLAB:narginout:notValidMfile	0
lower	1	5
lowpass	-1	2
lp2bp	4	2
lp2bs	4	2
lp2hp	4	2
lp2lp	4	2
lpc	2	2
ls	-1	2
lscov	4	2
lsf2poly	1	2
lsline	ERR:MATLAB:narginout:notValidMfile	0
lsqminnorm	1	2
lsqnonneg	6	2
lsqr	6	2
lt	1	5
lu	5	5
mad	ERR:MATLAB:narginout:notValidMfile	0
mag2db	1	2
magic	1	2
mahal	ERR:MATLAB:narginout:notValidMfile	0
maineffectsplot	ERR:MATLAB:narginout:notValidMfile	0
makedist	1	2
makehgtform	1	2
makelut	1	2
makima	1	2
manova1	ERR:MATLAB:narginout:notValidMfile	0
manovacluster	ERR:MATLAB:narginout:notValidMfile	0
mape	1	2
marcumq	1	2
mat2gray	1	2
mat2im	ERR:MATLAB:narginout:notValidMfile	0
mat2str	1	2
matches	1	5
matchpairs	3	2
material	-1	2
matfile	1	2
matlabdrive	ERR:MATLAB:narginout:doesNotApply	5
matlabroot	1	5
max	2	5
maxflat	6	2
maxhessiannorm	1	2
maxk	2	5
maxNumCompThreads	1	5
mean	1	2
mean2	1	2
meanfreq	2	2
medfilt1	1	2
medfilt2	1	2
medfilt3	1	2
medfreq	2	2
median	1	2
membrane	1	2
memory	2	5
mesh	1	2
meshc	1	2
meshgrid	3	2
meshz	1	2
metaclass	1	5
methods	1	5
MException	ERR:MATLAB:narginout:notValidMfile	8
mfilename	1	5
mhsample	ERR:MATLAB:narginout:notValidMfile	0
microseconds	ERR:MATLAB:narginout:notValidMfile	0
microstrip	ERR:MATLAB:narginout:notValidMfile	0
microstripw	ERR:MATLAB:narginout:notValidMfile	0
midcross	2	2
milliseconds	1	2
min	2	5
mink	2	5
minres	6	2
minus	1	5
minute	1	2
minutes	1	2
missing	1	2
mkdir	3	5
mkpp	1	2
mldivide	1	5
mle	1	0
mlecov	ERR:MATLAB:narginout:notValidMfile	0
mnpdf	ERR:MATLAB:narginout:notValidMfile	0
mnrfit	ERR:MATLAB:narginout:notValidMfile	0
mnrnd	ERR:MATLAB:narginout:notValidMfile	0
mnrval	ERR:MATLAB:narginout:notValidMfile	0
mod	1	5
modalfit	-1	2
modalfrf	-1	2
modalsd	-1	2
mode	3	2
modefilt	1	2
modulate	2	2
moment	ERR:MATLAB:narginout:notValidMfile	0
montage	1	2
month	2	2
more	0	5
movefile	3	5
movie	0	6
movmad	1	5
movmax	1	5
movmean	1	5
movmedian	1	5
movmin	1	5
movprod	1	5
movstd	1	5
movsum	1	5
movvar	1	5
mpower	1	2
mrdivide	1	5
mscohere	-1	2
mtimes	1	5
multcompare	ERR:MATLAB:narginout:notValidMfile	0
MultinomialDistribution	ERR:MATLAB:narginout:notValidMfile	0
multissim	2	2
multissim3	2	2
multithresh	2	2
multivarichart	ERR:MATLAB:narginout:notValidMfile	0
mustBeA	0	5
mustBeFile	0	2
mustBeFinite	0	2
mustBeFloat	0	2
mustBeFolder	0	2
mustBeGreaterThan	0	2
mustBeGreaterThanOrEqual	0	2
mustBeInRange	0	2
mustBeInteger	0	2
mustBeLessThan	0	2
mustBeLessThanOrEqual	0	2
mustBeMember	0	2
mustBeNegative	0	2
mustBeNonempty	0	2
mustBeNonNan	0	2
mustBeNonnegative	0	2
mustBeNonpositive	0	2
mustBeNonsparse	0	2
mustBeNonzero	0	2
mustBeNumeric	0	2
mustBeNumericOrLogical	0	2
mustBePositive	0	2
mustBeReal	0	2
mustBeScalarOrEmpty	0	2
mustBeText	0	2
mustBeTextScalar	0	2
mustBeValidVariableName	0	2
mustBeVector	0	2
mvksdensity	ERR:MATLAB:narginout:notValidMfile	0
mvncdf	ERR:MATLAB:narginout:notValidMfile	0
mvnpdf	ERR:MATLAB:narginout:notValidMfile	0
mvnrnd	ERR:MATLAB:narginout:notValidMfile	0
mvregress	ERR:MATLAB:narginout:notValidMfile	0
mvregresslike	ERR:MATLAB:narginout:notValidMfile	0
mvtcdf	ERR:MATLAB:narginout:notValidMfile	0
mvtpdf	ERR:MATLAB:narginout:notValidMfile	0
mvtrnd	ERR:MATLAB:narginout:notValidMfile	0
NakagamiDistribution	ERR:MATLAB:narginout:notValidMfile	0
namelengthmax	1	5
nancov	ERR:MATLAB:narginout:notValidMfile	0
nanmax	ERR:MATLAB:narginout:notValidMfile	0
nanmean	ERR:MATLAB:narginout:notValidMfile	0
nanmedian	ERR:MATLAB:narginout:notValidMfile	0
nanmin	ERR:MATLAB:narginout:notValidMfile	0
nanoseconds	ERR:MATLAB:narginout:notValidMfile	0
nanstd	ERR:MATLAB:narginout:notValidMfile	0
nansum	ERR:MATLAB:narginout:notValidMfile	0
nanvar	ERR:MATLAB:narginout:notValidMfile	0
nargchk	1	5
nargin	1	5
narginchk	1	5
nargout	1	5
nargoutchk	1	5
NaT	1	2
native2unicode	1	5
nbincdf	ERR:MATLAB:narginout:notValidMfile	0
nbinfit	ERR:MATLAB:narginout:notValidMfile	0
nbininv	ERR:MATLAB:narginout:notValidMfile	0
nbinpdf	ERR:MATLAB:narginout:notValidMfile	0
nbinrnd	ERR:MATLAB:narginout:notValidMfile	0
nbinstat	ERR:MATLAB:narginout:notValidMfile	0
ncfcdf	ERR:MATLAB:narginout:notValidMfile	0
ncfinv	ERR:MATLAB:narginout:notValidMfile	0
ncfpdf	ERR:MATLAB:narginout:notValidMfile	0
ncfrnd	ERR:MATLAB:narginout:notValidMfile	0
ncfstat	ERR:MATLAB:narginout:notValidMfile	0
nchoosek	1	2
nctcdf	ERR:MATLAB:narginout:notValidMfile	0
nctinv	ERR:MATLAB:narginout:notValidMfile	0
nctpdf	ERR:MATLAB:narginout:notValidMfile	0
nctrnd	ERR:MATLAB:narginout:notValidMfile	0
nctstat	ERR:MATLAB:narginout:notValidMfile	0
ncx2cdf	ERR:MATLAB:narginout:notValidMfile	0
ncx2inv	ERR:MATLAB:narginout:notValidMfile	0
ncx2pdf	ERR:MATLAB:narginout:notValidMfile	0
ncx2rnd	ERR:MATLAB:narginout:notValidMfile	0
ncx2stat	ERR:MATLAB:narginout:notValidMfile	0
ndgrid	-1	2
ndims	1	5
ne	1	5
nearcorr	ERR:MATLAB:narginout:notValidMfile	0
NegativeBinomialDistribution	ERR:MATLAB:narginout:notValidMfile	0
negloglik	ERR:MATLAB:narginout:notValidMfile	0
newplot	1	2
nextpow2	1	2
nexttile	1	6
nlfilter	1	2
nlinfit	ERR:MATLAB:narginout:notValidMfile	0
nlparci	ERR:MATLAB:narginout:notValidMfile	0
nlpredci	ERR:MATLAB:narginout:notValidMfile	0
nnmf	ERR:MATLAB:narginout:notValidMfile	0
nnz	1	5
nonzeros	1	5
norm	1	5
NormalDistribution	ERR:MATLAB:narginout:notValidMfile	0
normalize	3	2
normcdf	ERR:MATLAB:narginout:notValidMfile	0
normest	2	2
normest1	4	2
normfit	ERR:MATLAB:narginout:notValidMfile	0
norminv	ERR:MATLAB:narginout:notValidMfile	0
normlike	ERR:MATLAB:narginout:notValidMfile	0
normpdf	ERR:MATLAB:narginout:notValidMfile	0
normplot	1	0
normrnd	ERR:MATLAB:narginout:notValidMfile	0
normspec	ERR:MATLAB:narginout:notValidMfile	0
normstat	ERR:MATLAB:narginout:notValidMfile	0
normxcorr2	1	2
not	1	5
notify	ERR:MATLAB:narginout:notValidMfile	0
now	1	2
nthroot	1	2
ntsc2rgb	1	2
null	1	2
num	ERR:MATLAB:narginout:notValidMfile	0
num2cell	1	2
num2hex	1	2
num2ruler	1	2
num2str	1	2
numel	1	5
numEntries	ERR:MATLAB:narginout:notValidMfile	0
nuttallwin	1	2
nzmax	1	5
obliqueslice	4	2
obw	4	2
ode113	-1	2
ode15i	-1	2
ode15s	-1	2
ode23	-1	2
ode23s	-1	2
ode23t	-1	2
ode23tb	-1	2
ode45	-1	2
ode78	-1	2
ode89	-1	2
odeget	1	2
odephas2	1	2
odephas3	1	2
odeplot	1	2
odeprint	1	2
odeset	1	2
odextend	1	2
offsetstrel	1	2
onehotdecode	1	2
onehotencode	1	2
ones	1	5
open	1	2
openfig	1	2
opengl	ERR:MATLAB:narginout:doesNotApply	5
optimalleaforder	ERR:MATLAB:narginout:notValidMfile	0
optimget	1	2
optimplotfunccount	1	2
optimplotfval	1	2
optimplotx	1	2
optimset	1	2
or	1	5
ordeig	1	5
orderfields	2	2
orderspectrum	-1	2
ordertrack	-1	2
orderwaveform	1	2
ordfilt2	1	2
ordqz	4	5
ordschur	2	5
orient	-1	2
orth	1	2
otf2psf	1	2
otsuthresh	2	2
overshoot	3	2
pack	ERR:MATLAB:narginout:notValidMfile	0
pad	1	2
padarray	1	2
pagesetupdlg	-1	2
pan	1	2
panInteraction	1	2
para2fan	3	2
parallelcoords	ERR:MATLAB:narginout:notValidMfile	0
paramci	ERR:MATLAB:narginout:notValidMfile	0
pareto	2	2
paretotails	ERR:MATLAB:narginout:notValidMfile	0
partialcorr	ERR:MATLAB:narginout:notValidMfile	0
partialcorri	ERR:MATLAB:narginout:notValidMfile	0
parzenwin	1	2
pascal	1	2
patch	1	5
path	1	2
pathsep	1	2
pause	0	5
pbaspect	1	2
pburg	-1	2
pca	ERR:MATLAB:narginout:notValidMfile	0
pcacov	ERR:MATLAB:narginout:notValidMfile	0
pcares	ERR:MATLAB:narginout:notValidMfile	0
pcg	5	2
pchip	1	2
pcolor	1	2
pcov	-1	2
pdepe	-1	2
pdeval	2	2
pdf	ERR:MATLAB:narginout:notValidMfile	0
pdist	2	0
pdist2	ERR:MATLAB:narginout:notValidMfile	0
peak2peak	1	2
peak2rms	1	2
peaks	3	2
pearsrnd	ERR:MATLAB:narginout:notValidMfile	0
peig	-1	2
percentile	ERR:MATLAB:narginout:notValidMfile	0
perfcurve	7	2
periodogram	4	2
perms	1	2
permute	1	5
phantom	2	2
phasedelay	-1	2
phasez	-1	2
pie	1	2
pie3	1	2
PiecewiseLinearDistribution	ERR:MATLAB:narginout:notValidMfile	0
pinv	1	2
planerot	2	2
plomb	-1	2
plot	1	5
plot3	1	5
plotmatrix	5	2
plotyy	3	2
plsregress	ERR:MATLAB:narginout:notValidMfile	0
plus	1	5
pmcov	-1	2
pmem	-1	2
pmtm	-1	2
pmusic	-1	2
poisscdf	ERR:MATLAB:narginout:notValidMfile	0
poissfit	ERR:MATLAB:narginout:notValidMfile	0
poissinv	ERR:MATLAB:narginout:notValidMfile	0
PoissonDistribution	ERR:MATLAB:narginout:notValidMfile	0
poisspdf	ERR:MATLAB:narginout:notValidMfile	0
poissrnd	ERR:MATLAB:narginout:notValidMfile	0
poisstat	ERR:MATLAB:narginout:notValidMfile	0
pol2cart	3	2
polar	1	2
polaraxes	1	5
polarbubblechart	1	2
polarhistogram	1	2
polarplot	1	2
polarscatter	1	2
poly	1	2
poly2ac	1	2
poly2label	1	2
poly2lsf	1	2
poly2mask	1	2
poly2rc	3	2
polyarea	1	2
polyconf	ERR:MATLAB:narginout:notValidMfile	0
polyder	2	2
polyeig	3	2
polyfit	3	2
polyint	1	2
polyscale	1	2
polystab	1	2
polyval	2	2
polyvalm	1	2
posixtime	1	0
pow	ERR:MATLAB:narginout:notValidMfile	0
pow2	1	5
pow2db	1	2
power	1	5
powerbw	4	2
ppca	ERR:MATLAB:narginout:notValidMfile	0
ppval	1	2
prctile	1	2
primes	1	2
print	-1	2
printdlg	-1	2
printpreview	-1	2
probplot	ERR:MATLAB:narginout:notValidMfile	0
procrustes	ERR:MATLAB:narginout:notValidMfile	0
prod	1	5
proflik	ERR:MATLAB:narginout:notValidMfile	0
projective2d	1	2
prony	2	2
properties	1	5
psd	3	2
psf2otf	1	2
psi	1	5
psnr	2	2
pulseperiod	5	2
pulsesep	5	2
pulsewidth	4	2
pulstran	1	2
pwd	1	2
pwelch	-1	2
pyulear	-1	2
qmr	5	2
qqplot	ERR:MATLAB:narginout:notValidMfile	0
qr	3	5
qrdelete	2	2
qrinsert	2	2
qrupdate	2	5
qtdecomp	1	2
qtgetblk	3	2
qtsetblk	1	2
quad	2	2
quad2d	2	2
quadgk	2	2
quadl	2	2
quadv	2	2
quantile	1	2
quarter	1	2
quit	0	5
quiver	1	2
quiver3	1	2
qz	6	5
rad2deg	1	2
radon	2	2
rainflow	-1	2
rand	1	5
randg	ERR:MATLAB:narginout:doesNotApply	5
randi	1	5
randn	1	5
random	ERR:MATLAB:narginout:notValidMfile	0
randperm	1	5
randsample	ERR:MATLAB:narginout:notValidMfile	0
range	2	7
rangefilt	1	2
rangesearch	2	0
rank	1	2
ranksum	ERR:MATLAB:narginout:notValidMfile	0
rat	2	2
rats	1	2
raylcdf	ERR:MATLAB:narginout:notValidMfile	0
RayleighDistribution	ERR:MATLAB:narginout:notValidMfile	0
raylfit	ERR:MATLAB:narginout:notValidMfile	0
raylinv	ERR:MATLAB:narginout:notValidMfile	0
raylpdf	ERR:MATLAB:narginout:notValidMfile	0
raylrnd	ERR:MATLAB:narginout:notValidMfile	0
raylstat	ERR:MATLAB:narginout:notValidMfile	0
rc2ac	1	2
rc2is	1	2
rc2lar	1	2
rc2poly	-1	2
rceps	2	2
rcond	1	5
rcoplot	ERR:MATLAB:narginout:notValidMfile	0
rcosdesign	1	2
rdivide	1	5
readcell	1	2
readcsv	ERR:MATLAB:narginout:notValidMfile	0
readlines	1	2
readmatrix	1	2
readtable	1	2
readtimetable	1	2
readxlsx	ERR:MATLAB:narginout:notValidMfile	0
real	1	5
reallog	1	2
realmax	1	5
realmin	1	5
realpow	1	2
realsqrt	1	2
rectangle	1	5
rectint	1	2
rectpuls	1	2
rectwin	1	2
recycle	1	5
reducepatch	2	2
reducepoly	1	2
reducevolume	4	2
refcurve	ERR:MATLAB:narginout:notValidMfile	0
refline	ERR:MATLAB:narginout:notValidMfile	0
refresh	0	2
refreshdata	0	2
regexp	-1	5
regexpi	-1	5
regexprep	1	5
regexptranslate	1	5
regionfill	1	2
regionprops	1	2
regionprops3	1	2
regionZoomInteraction	1	2
regress	ERR:MATLAB:narginout:notValidMfile	0
regstats	ERR:MATLAB:narginout:notValidMfile	0
rehash	0	5
rem	1	5
remez	3	2
remezord	4	2
remove	ERR:MATLAB:narginout:notValidMfile	0
removeToolbarExplorationButtons	0	6
rendererinfo	1	6
repelem	1	5
replace	1	2
replaceBetween	1	2
repmat	1	5
resample	-1	2
rescale	1	2
reset	0	5
reshape	1	5
residue	3	2
residuez	3	2
rethrow	0	5
reverse	1	2
rffreq	ERR:MATLAB:narginout:notValidMfile	0
rfparam	-1	2
rfplot	-1	2
rgb2gray	1	2
rgb2hsv	3	2
rgb2ind	2	2
rgb2lab	1	2
rgb2lightness	1	2
rgb2lin	1	2
rgb2ntsc	1	2
rgb2xyz	1	2
rgb2ycbcr	1	2
rgbplot	0	2
ribbon	1	2
RicianDistribution	ERR:MATLAB:narginout:notValidMfile	0
ridge	ERR:MATLAB:narginout:notValidMfile	0
rigid2d	1	2
risetime	5	2
rlevinson	4	2
rlim	-1	2
rmappdata	0	5
rmdir	3	5
rmfield	1	2
rmmissing	2	2
rmoutliers	6	2
rmpath	1	2
rms	1	2
rmse	1	2
rng	1	2
robustcov	ERR:MATLAB:narginout:notValidMfile	0
robustfit	ERR:MATLAB:narginout:notValidMfile	0
roicolor	1	2
roifilt2	1	2
roipoly	-1	2
rooteig	-1	2
rootmusic	2	2
roots	1	2
rose	2	2
rosser	1	2
rot90	1	2
rotate	0	2
rotate3d	1	2
rotatefactors	ERR:MATLAB:narginout:notValidMfile	0
rotateInteraction	1	2
round	1	5
rowcount	ERR:MATLAB:narginout:notValidMfile	0
rowfun	1	0
rpmfreqmap	-1	2
rpmordermap	-1	2
rref	2	2
rsf2csf	2	2
rssq	1	2
rtickangle	-1	2
rtickformat	-1	2
rticklabels	-1	2
rticks	-1	2
ruler2num	1	2
rulerPanInteraction	1	2
run	0	2
runstest	ERR:MATLAB:narginout:notValidMfile	0
s2abcd	1	2
s2y	1	2
s2z	1	2
sampsizepwr	ERR:MATLAB:narginout:notValidMfile	0
save	0	5
saveas	0	2
savefig	0	2
savefigure	0	2
sawtooth	1	2
scaleFilterSections	1	2
scatter	1	2
scatter3	1	2
scatteredInterpolant	ERR:MATLAB:narginout:notValidMfile	2
scatterhist	ERR:MATLAB:narginout:notValidMfile	0
scatterhistogram	1	2
schur	2	2
schurrc	2	2
sec	1	2
secd	1	2
sech	1	2
second	1	2
seconds	1	2
semilogx	1	5
semilogy	1	5
seqperiod	ERR:MATLAB:narginout:doesNotApply	3
set	1	5
setappdata	0	5
setdiff	-1	2
setenv	0	2
setfield	1	2
setstr	1	5
settlingtime	3	2
setxor	3	2
sfdr	3	2
sgolay	2	2
sgolayfilt	1	2
sgtitle	1	2
shading	0	2
shg	0	2
shiftdata	3	2
shiftdim	2	2
show	ERR:MATLAB:narginout:notValidMfile	0
shrinkfaces	2	2
sign	1	5
signrank	ERR:MATLAB:narginout:notValidMfile	0
signtest	ERR:MATLAB:narginout:notValidMfile	0
silhouette	ERR:MATLAB:narginout:notValidMfile	0
sin	1	5
sinad	2	2
sinc	1	2
sind	1	5
single	1	5
sinh	1	5
size	-1	5
skewness	ERR:MATLAB:narginout:notValidMfile	0
slewrate	5	2
slice	1	2
slicesample	ERR:MATLAB:narginout:notValidMfile	0
smithplot	-1	2
smooth3	1	2
smoothdata	2	2
snr	2	2
sort	2	5
sortrows	2	2
sos2cell	1	2
sos2ctf	2	2
sos2ss	4	2
sos2tf	2	2
sos2zp	3	2
sosfilt	1	2
sound	0	2
spalloc	1	2
sparameters	1	2
sparse	1	5
spaugment	1	2
spconvert	1	2
spdiags	2	2
specgram	3	2
spectralcluster	ERR:MATLAB:narginout:notValidMfile	0
spectralCrest	3	2
spectralEntropy	-1	2
spectralFlatness	3	2
spectralKurtosis	5	2
spectralSkewness	3	2
spectrogram	-1	2
spectrum	2	2
specular	1	2
speye	1	5
spfun	1	2
sph2cart	3	2
sphere	3	2
spline	1	2
split	-1	2
splitapply	-1	2
splitlines	1	2
spones	1	2
sprand	1	2
sprandn	1	2
sprandsym	1	2
sprank	1	2
sprintf	2	5
spy	0	2
sqrt	1	5
sqrtm	3	2
square	1	2
squareform	ERR:MATLAB:narginout:notValidMfile	0
squeeze	1	2
ss	1	2
ss2sos	-1	2
ss2tf	2	2
ss2zp	3	2
sscanf	4	5
ssim	2	2
StableDistribution	ERR:MATLAB:narginout:notValidMfile	0
stackedplot	1	2
stairs	2	2
standardizeMissing	1	2
start	0	0
startsWith	1	5
statelevels	3	2
statget	ERR:MATLAB:narginout:notValidMfile	0
statset	ERR:MATLAB:narginout:notValidMfile	0
std	2	2
std2	1	2
stdfilt	1	2
stem	1	2
stem3	1	2
stepwisefit	ERR:MATLAB:narginout:notValidMfile	0
stepz	-1	2
stft	-1	2
stftmag2sig	3	2
stlread	4	2
stlwrite	0	2
stmcb	2	2
stop	0	0
str	ERR:MATLAB:narginout:notValidMfile	0
str2double	1	2
str2func	1	5
str2mat	1	2
str2num	2	2
strcat	1	2
strcmp	1	5
strcmpi	1	5
stream2	1	2
stream3	1	2
streamline	1	2
streamparticles	1	2
streamribbon	1	2
streamslice	2	2
streamtube	1	2
strel	1	2
stretchlim	1	2
strfind	1	5
string	ERR:MATLAB:narginout:notValidMfile	2
strings	1	5
strip	1	2
stripline	1	2
striplinew	ERR:MATLAB:narginout:notValidMfile	0
strips	0	2
strjoin	1	2
strjust	1	2
strlength	1	5
strmatch	1	2
strncmp	1	5
strncmpi	1	5
strrep	1	5
strsplit	2	2
strtok	2	2
strtrim	1	5
struct	1	5
struct2cell	1	5
struct2table	1	2
structfun	-1	5
strvcat	1	2
sub2ind	1	2
subplot	1	2
subspace	1	2
subtitle	1	2
subvolume	6	2
sum	1	5
summary	1	2
superpixels	2	2
superpixels3	2	2
surf	1	2
surf2patch	3	2
surface	1	5
surfc	1	2
surfl	1	2
surfnorm	3	2
svd	3	5
svds	4	2
swarmchart	1	2
swarmchart3	1	2
sylvester	1	2
symamd	-2	2
symbfact	5	5
symmlq	6	2
symrcm	1	5
symvar	1	2
table	1	2
table2array	1	2
table2struct	1	2
tabulate	ERR:MATLAB:narginout:notValidMfile	0
tachorpm	-1	2
tail	1	2
tan	1	5
tand	1	5
tanh	1	5
taylorwin	1	2
tblread	ERR:MATLAB:narginout:notValidMfile	0
tblwrite	ERR:MATLAB:narginout:notValidMfile	0
tcdf	ERR:MATLAB:narginout:notValidMfile	0
tdfread	ERR:MATLAB:narginout:notValidMfile	0
tempdir	1	2
tempname	1	2
tetramesh	1	2
texlabel	1	2
text	1	5
textcolumn	ERR:MATLAB:narginout:notValidMfile	0
textscan	2	5
tf	1	2
tf2latc	2	2
tf2sos	-1	2
tf2ss	4	2
tf2zp	3	2
tf2zpk	3	2
tfe	2	2
tfestimate	-1	2
tfqmr	5	2
tfridge	-1	2
thd	3	2
thetalim	-1	2
thetatickformat	-1	2
thetaticklabels	-1	2
thetaticks	-1	2
throw	ERR:MATLAB:narginout:notValidMfile	0
throwAsCaller	ERR:MATLAB:narginout:notValidMfile	0
tic	1	5
tiedrank	-1	2
tiledlayout	1	6
time	1	0
timeofday	2	0
timer	1	2
times	1	5
timetable	1	2
timezones	2	2
tinv	ERR:MATLAB:narginout:notValidMfile	0
title	2	2
tLocationScaleDistribution	ERR:MATLAB:narginout:notValidMfile	0
toc	1	5
toeplitz	1	2
toi	5	2
topkrows	2	2
tpdf	ERR:MATLAB:narginout:notValidMfile	0
trace	1	2
transformPointsForward	ERR:MATLAB:narginout:notValidMfile	0
transformPointsInverse	ERR:MATLAB:narginout:notValidMfile	0
transpose	1	5
trapz	1	2
treelayout	4	2
treeplot	0	2
triang	1	2
TriangularDistribution	ERR:MATLAB:narginout:notValidMfile	0
tril	1	5
trim	5	6
trimesh	1	2
trimmean	ERR:MATLAB:narginout:notValidMfile	0
triplequad	1	2
triplot	1	2
tripuls	1	2
trisurf	1	2
triu	1	5
trnd	ERR:MATLAB:narginout:notValidMfile	0
true	1	5
truncate	ERR:MATLAB:narginout:notValidMfile	0
tsa	-1	2
tsearchn	2	2
tsne	ERR:MATLAB:narginout:notValidMfile	0
tstat	ERR:MATLAB:narginout:notValidMfile	0
ttest	ERR:MATLAB:narginout:notValidMfile	0
ttest2	ERR:MATLAB:narginout:notValidMfile	0
tukeywin	1	2
type	0	5
typecast	1	5
tzoffset	-1	0
udecode	1	2
uencode	1	2
uiaxes	1	2
uicontextmenu	1	5
uimenu	1	5
uminus	1	5
undershoot	3	2
unicode2native	1	5
unidcdf	ERR:MATLAB:narginout:notValidMfile	0
unidinv	ERR:MATLAB:narginout:notValidMfile	0
unidpdf	ERR:MATLAB:narginout:notValidMfile	0
unidrnd	ERR:MATLAB:narginout:notValidMfile	0
unidstat	ERR:MATLAB:narginout:notValidMfile	0
unifcdf	ERR:MATLAB:narginout:notValidMfile	0
unifinv	ERR:MATLAB:narginout:notValidMfile	0
unifit	ERR:MATLAB:narginout:notValidMfile	0
UniformDistribution	ERR:MATLAB:narginout:notValidMfile	0
unifpdf	ERR:MATLAB:narginout:notValidMfile	0
unifrnd	ERR:MATLAB:narginout:notValidMfile	0
unifstat	ERR:MATLAB:narginout:notValidMfile	0
union	-1	2
unique	-1	2
uniquetol	3	5
unmesh	2	2
unmkpp	5	2
unshiftdata	1	2
unwrap	1	2
upfirdn	1	2
uplus	1	5
upper	1	5
upsample	1	2
validateattributes	ERR:MATLAB:narginout:doesNotApply	5
validatecolor	1	2
values	ERR:MATLAB:narginout:notValidMfile	0
vander	1	2
var	2	2
varfun	1	0
variance	ERR:MATLAB:narginout:notValidMfile	0
vartest	ERR:MATLAB:narginout:notValidMfile	0
vartest2	ERR:MATLAB:narginout:notValidMfile	0
vartestn	ERR:MATLAB:narginout:notValidMfile	0
vco	1	2
vecnorm	1	5
vectorize	1	2
version	1	5
vertcat	1	5
VideoWriter	1	2
view	-1	2
viewmtx	1	2
visboundaries	1	2
viscircles	1	2
volumebounds	1	2
voronoi	2	2
voronoin	2	2
vswr	1	2
wait	ERR:MATLAB:narginout:notValidMfile	0
waitfor	0	5
waitforbuttonpress	1	5
warning	1	5
warp	1	2
waterfall	1	2
watershed	1	2
wavelength	ERR:MATLAB:narginout:notValidMfile	0
wblcdf	ERR:MATLAB:narginout:notValidMfile	0
wblfit	ERR:MATLAB:narginout:notValidMfile	0
wblinv	ERR:MATLAB:narginout:notValidMfile	0
wbllike	ERR:MATLAB:narginout:notValidMfile	0
wblpdf	ERR:MATLAB:narginout:notValidMfile	0
wblplot	ERR:MATLAB:narginout:notValidMfile	0
wblrnd	ERR:MATLAB:narginout:notValidMfile	0
wblstat	ERR:MATLAB:narginout:notValidMfile	0
week	1	0
weekday	2	2
WeibullDistribution	ERR:MATLAB:narginout:notValidMfile	0
what	1	5
which	1	5
whitebg	0	2
whitepoint	1	2
who	1	5
whos	1	5
width	1	2
wiener2	2	2
wilkinson	1	2
window	-1	2
wishrnd	ERR:MATLAB:narginout:notValidMfile	0
writecell	0	2
writelines	0	2
writematrix	0	2
writetable	0	2
writeVideo	ERR:MATLAB:narginout:notValidMfile	0
x2fx	1	0
xcorr	2	2
xcorr2	1	2
xcov	2	2
xlabel	1	2
xlim	-1	2
xline	1	2
xor	1	5
xptread	3	2
xspectrogram	-1	2
xtickangle	-1	2
xtickformat	-1	2
xticklabels	-1	2
xticks	-1	2
xyz2double	1	2
xyz2lab	1	2
xyz2rgb	1	2
xyz2uint16	1	2
y2s	1	2
ycbcr2rgb	1	2
year	1	2
years	1	2
ylabel	1	2
ylim	-1	2
yline	1	2
ymd	-1	0
ytickangle	-1	2
ytickformat	-1	2
yticklabels	-1	2
yticks	-1	2
yulewalk	2	2
yyaxis	0	6
yyyymmdd	1	0
z2s	1	2
zerocrossrate	-1	2
zerophase	-1	2
zeros	1	5
zlabel	1	2
zlim	-1	2
zoomInteraction	1	2
zp2ctf	3	2
zp2sos	2	2
zp2ss	4	2
zp2tf	2	2
zpk	1	2
zplane	-1	2
zplaneplot	3	2
zscore	ERR:MATLAB:narginout:notValidMfile	0
ztest	ERR:MATLAB:narginout:notValidMfile	0
ztickangle	-1	2
ztickformat	-1	2
zticklabels	-1	2
zticks	-1	2
