file,member,category,kind,line,ordinal,rule,statement,note
src/JGraph.Scripting/Jgs/JgsBuiltins.Classes.cs,RegisterClassBuiltins,unclear,Reshape,69,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 2, line, col); (string identifier, string message) = ReadErrorValue( , args[0], line, col); if (arg...","addCause: every cause, old and new, is shared into the new exception (JgsValue.Share) and the cell is minted here (V6)"
src/JGraph.Scripting/Jgs/JgsBuiltins.ComplexDomain.cs,TryFlatRealMap,write,local,106,0,M7 gated setter; M3 detaches at Holders > 1,"return PackedMath.TryUnaryAtLeast(kernel, 0, source, dest)","a store into a destination parameter (every parameter now reads as borrowed, not only the last): the caller allocated it for this call and nobody else holds it"
src/JGraph.Scripting/Jgs/JgsBuiltins.CosineTransform.cs,builtin:dct,handback,lambda,35,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"CosineLine( , args, inverse: false, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.CosineTransform.cs,builtin:idct,handback,lambda,37,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"CosineLine( , args, inverse: true, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataAnalysis.cs,builtin:interp1,handback,lambda,45,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"Interpolate(args, dialect, host, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataAnalysis.cs,Extremes,store,add,188,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",forwarded.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataAnalysis.cs,GatherBlock,write,local,1274,0,M7 gated setter; M3 detaches at Holders > 1,y[r + at] = x[order[r] + at],"a store into a destination parameter (every parameter now reads as borrowed, not only the last): the caller allocated it for this call and nobody else holds it"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataAnalysis.cs,Covariance,store,add,1760,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",data.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataOut.cs,RegisterDataOutBuiltins,unclear,JgsValue.Cell,150,1,V1.2 states the contract on the helper,"Define( , (args, line, col) => { List<string[]> rows = ReadRows( , args, host, line, col); int width = 0; foreach (string[] row in rows) { width = ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.DataOut.cs,RegisterDataOutBuiltins,unclear,Reshape,150,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { List<string[]> rows = ReadRows( , args, host, line, col); int width = 0; foreach (string[] row in rows) { width = ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.DataOut.cs,RegisterDataOutBuiltins,unclear,new JgsStructArray,248,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 1, 1, line, col); Table table = Tbl( , args, 0, line, col); var elements = new Dictionary<stri...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.DataOut.cs,OptionTail,store,add,305,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",tail.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,RegisterDataTypeBuiltins,unclear,JgsValue.Array,28,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); if (args[0].Type == JgsType.String) { return JgsValue.Bool(args[0].AsString == Missi...",a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,RegisterDataTypeBuiltins,unclear,TakeShapeOf,28,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); if (args[0].Type == JgsType.String) { return JgsValue.Bool(args[0].AsString == Missi...",a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,builtin:ismissing,handback,return,28,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return MapToBool( , args[0], double.IsNaN, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,builtin:string,handback,return,62,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,return input,hands a string argument back as it is
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,RegisterDataTypeBuiltins,unclear,JgsValue.Cell,114,1,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); JgsValue input = args[0]; if (input.IsCharMatrix) { string[] rows = input.CharMatrix...",a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,RegisterDataTypeBuiltins,unclear,Reshape,114,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); JgsValue input = args[0]; if (input.IsCharMatrix) { string[] rows = input.CharMatrix...",a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,RegisterDataTypeBuiltins,unclear,JgsValue.Cell,146,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 1, 3, line, col); JgsValue input = args[0]; JgsValue named = input.Type switch { JgsType.Cell ...",a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,CellShapedLike,adopt,JgsValue.Cell,852,0,M2 Share or copy,JgsValue result = JgsValue.Cell(elements),a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.DataTypes.cs,ShapedLike,adopt,JgsValue.Array,868,0,M2 Share or copy,JgsValue result = JgsValue.Array(elements),a cell over the argument's own slots; V1.2 shares
src/JGraph.Scripting/Jgs/JgsBuiltins.Decomposition.cs,TryDecompositionUnary,store,slot,184,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",fields[ ] = Conjugated(fields[ ]),"the decomposition object's own field dictionary, rebuilt field by field"
src/JGraph.Scripting/Jgs/JgsBuiltins.Decomposition.cs,Rescaled,write,local,316,0,M7 gated setter; M3 detaches at Holders > 1,fields[ ] = scaled.Imaginary == 0 ? JgsValue.Number(scaled.Real) : JgsValue.ComplexNum(scaled),fills a field dictionary the method is building
src/JGraph.Scripting/Jgs/JgsBuiltins.DesignFilt.cs,WindowSamples,store,add,300,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",call.Add(parts[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,RegisterTypePredicates,unclear,JgsValue.Array,182,0,V1.2 states the contract on the helper,"void CharacterClass(string name, Func<char, bool> test) => Define(name, (args, line, col) => { Arity(name, args, 1, line, col); if (args[0].Type !=...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:logical,handback,return,334,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return MapToBool( , args[0], static x => x != 0, line, col)",MapToBool hands a logical argument back as it is (which is why it is not on the minting list)
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:double,handback,return,348,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return ToNumericClass( , JgsNumericClass.Double, args[0], line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:single,handback,return,354,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return ToNumericClass( , JgsNumericClass.Single, args[0], line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:cast,handback,return,360,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return MapToBool( , args[0], static x => x != 0, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:cast,handback,return,360,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return prototype.Type == JgsType.String ? JgsValue.Str(args[0].Type == JgsType.String ? args[0].AsString : args[0].Display()) : ToNumericClass( , p...","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:cast,handback,return,360,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return ToNumericClass( , numericClass, args[0], line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Elementary.cs,builtin:atan2d,handback,return,776,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return Zip( , args[0], args[1], static (y, x) => Math.Atan2(y, x) * (180.0 / Math.PI), line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Environment.cs,RegisterPathBuiltins,unclear,JgsValue.Cell,240,0,V1.2 states the contract on the helper,"env.Builtins.Register( , JgsValue.Function(new BuiltinFunction( , (args, line, col) => { if (args.Count == 0) { throw new JgsRuntimeException(line,...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Environment.cs,RegisterPathBuiltins,unclear,Reshape,240,0,V1.2 states the contract on the helper,"env.Builtins.Register( , JgsValue.Function(new BuiltinFunction( , (args, line, col) => { if (args.Count == 0) { throw new JgsRuntimeException(line,...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Errors.cs,CaughtException,store,slot,83,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",fields[ ] = stack ?? StackValue([]),the stack is minted by the caller (StackValue) or is the empty one minted here; every other field is a share taken above
src/JGraph.Scripting/Jgs/JgsBuiltins.Eval.cs,builtin:feval,handback,lambda,316,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"FevalTarget(interpreter, args, line, col) .Call(args.Skip(1).ToArray(), line, col)",answers whatever the target answers
src/JGraph.Scripting/Jgs/JgsBuiltins.FigureTools.Motion.cs,InterpStreamSpeed,store,add,502,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","respaced.Add(EvenlySpaced(points, factor, spatial))","immutable element: a number, a string or a complex scalar, for which a share is the value itself"
src/JGraph.Scripting/Jgs/JgsBuiltins.FigureTools.State.cs,Spread,store,slot,300,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","_lastSeen[(i, name)] = Read(i, name) ?? value","linkprop's change detector keeps the last value it saw, for comparison only; never handed to a script"
src/JGraph.Scripting/Jgs/JgsBuiltins.FileForms.cs,Read,unclear,Reshape,201,0,V1.2 states the contract on the helper,"answer.Reshape(rows, columns)",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.FileForms.cs,Read,unclear,Reshape,205,0,V1.2 states the contract on the helper,"answer.Reshape(values.Count, 1)",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.FilterConversions.cs,SectionsToCell,unclear,JgsValue.Cell,868,0,V1.2 states the contract on the helper,"cells.Add(JgsValue.Cell( [ TrimmedRow(rows, sections, s, 0), TrimmedRow(rows, sections, s, 3), ]))",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.FunctionPlots.Legacy.cs,ReadLegacy,store,add,235,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",functions.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.FunctionPlots.cs,ReadCurveRequest,store,add,135,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",functions.Add(args[i].AsCallable),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.FunctionPlots.cs,ReadSurfaceRequest,store,add,437,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",functions.Add(args[i].AsCallable),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.Graphics3D.cs,RegisterColorControlBuiltins,unclear,JgsValue.Array,105,0,V1.2 states the contract on the helper,"Define( , dialect.IsMatlab ? OnNamedAxes((args, line, col) => SurfaceNormals( , args, line, col)[0]) : OnNamedAxes((args, line, col) => JgsValue.Ar...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Grouping.cs,SplitApply,unclear,JgsValue.Array,358,0,V1.2 states the contract on the helper,sources.Add(rows => { JgsValue[] picked = [.. rows.Select(r => JgsValue.Str(texts[r]))]; JgsValue answer = cell ? JgsValue.Cell(picked) : JgsValue....,the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Grouping.cs,SplitApply,unclear,JgsValue.Cell,358,0,V1.2 states the contract on the helper,sources.Add(rows => { JgsValue[] picked = [.. rows.Select(r => JgsValue.Str(texts[r]))]; JgsValue answer = cell ? JgsValue.Cell(picked) : JgsValue....,the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Grouping.cs,SplitApply,unclear,Reshape,358,0,V1.2 states the contract on the helper,sources.Add(rows => { JgsValue[] picked = [.. rows.Select(r => JgsValue.Str(texts[r]))]; JgsValue answer = cell ? JgsValue.Cell(picked) : JgsValue....,the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.HandleGraphics.cs,builtin:ishandle,handback,lambda,149,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"IsHandle( , args, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.HandleGraphics.cs,builtin:ishghandle,handback,lambda,150,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"IsHandle( , args, line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Handles.cs,Func,store,slot,98,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",rest[i - 1] = args[i],"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.Enhancement.cs,LocalVariance,store,slot,651,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","mapped[r, c] = Interpolate(intensity, variance, image[r, c, 0])","immutable element: a number, a string or a complex scalar, for which a share is the value itself"
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.Regions.cs,DefineRegionBuiltins,unclear,JgsValue.Cell,94,0,V1.2 states the contract on the helper,"define( , (args, line, col) => { Arity( , args, 1, line, col); using ImgArg source = ImgLike( , args, 0, line, col); (int[,] labels, int count) = R...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.Regions.cs,RegionField,unclear,JgsValue.Cell,1221,0,V1.2 states the contract on the helper,"=> JgsValue.Number(m.Area), => Numbers([m.CentroidX + shift, m.CentroidY + shift]), => Numbers( [m.BoundingBoxX + shift, m.BoundingBoxY + shift, m....",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingBuiltins,store,add,646,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","define( , (args, line, col) => { if (args.Count < 2) { throw new JgsRuntimeException(line, col, ); } var weights = new List<double>(); var images =...",a registration the splitter kept whole; the store inside is an argument list for a call
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingWaveB,unclear,JgsValue.Array,1020,0,V1.2 states the contract on the helper,"define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); using ImgArg source = ImgLike( , args, 0, line, col); Gradients.Operator op ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingWaveB,unclear,JgsValue.Array,1031,0,V1.2 states the contract on the helper,"define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); if (args.Count == 2 && args[1].Type != JgsType.String) { using ImgArg gxArg ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingWaveB,unclear,JgsValue.Array,1031,1,V1.2 states the contract on the helper,"define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); if (args.Count == 2 && args[1].Type != JgsType.String) { using ImgArg gxArg ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingWaveB,unclear,JgsValue.Array,1079,0,V1.2 states the contract on the helper,"define( , (args, line, col) => { ArityRange( , args, 1, 5, line, col); ParsedArgs parsed = HoughSpec.Parse(args, 1, line, col); if (parsed.Position...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,DefineImagingWaveB,unclear,new JgsStructArray,1141,0,V1.2 states the contract on the helper,"define( , (args, line, col) => { ArityRange( , args, 4, 6, line, col); using ImgArg source = ImgLike( , args, 0, line, col); ImageBuffer image = so...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Imaging.cs,PackedAnswer,dispose,local,1857,0,M6: disposed only at one holder,answer.Dispose(),"scratch the helper allocated for this call, or a destination it replaces, disposed by the one that made it"
src/JGraph.Scripting/Jgs/JgsBuiltins.Interpolation.Grid.cs,SampleGridded,store,add,65,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",positional.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.Interpolation.cs,EvaluatePiecewise,write,local,181,0,M7 gated setter; M3 detaches at Holders > 1,into.Fill(double.NaN),writes into the span its caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.Interpolation.cs,EvaluatePiecewise,write,local,209,0,M7 gated setter; M3 detaches at Holders > 1,into[component] = total,writes into the span its caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RegisterKeyedCollectionBuiltins,unclear,JgsValue.Array,87,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 2, line, col); JgsValue map = RequireKeyed( , args[0], line, col); JgsValue[] wanted = KeysAsked(ar...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RegisterKeyedCollectionBuiltins,unclear,JgsValue.Cell,114,1,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); JgsValue map = RequireKeyed( , args[0], line, col); if (args.Count == 1) { r...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RegisterKeyedCollectionBuiltins,unclear,JgsValue.Cell,171,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 2, 4, line, col); JgsValue map = RequireKeyed( , args[0], line, col); JgsValue[] wanted = Keys...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RegisterKeyedCollectionBuiltins,unclear,JgsValue.Cell,212,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); JgsValue map = RequireKeyed( , args[0], line, col); JgsValue[] keys = KeyCell(map); ...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,store,setslot,390,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","fields[ ].SetSlot(at, value)","Put stores what its callers retained (RetainedForEntry: a share in MATLAB, the caller's exposed wrapper in JGS); a stored key is fresh text or a number"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,store,collection,395,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","fields[ ] = JgsValue.Cell([.. KeyCell(map), storedKey])","Put stores what its callers retained (RetainedForEntry: a share in MATLAB, the caller's exposed wrapper in JGS); a stored key is fresh text or a number"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,write,gated,395,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage","fields[ ] = JgsValue.Cell([.. KeyCell(map), storedKey])","#20: the map's own struct through WritableStruct(); a containers.Map is a handle and is never shared, so the write stays in place; a dictionary is shared and detaches here"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,store,collection,396,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry","fields[ ] = JgsValue.Cell([.. ValueCell(map), value])","Put stores what its callers retained (RetainedForEntry: a share in MATLAB, the caller's exposed wrapper in JGS); a stored key is fresh text or a number"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,write,gated,396,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage","fields[ ] = JgsValue.Cell([.. ValueCell(map), value])","#20: the map's own struct through WritableStruct(); a containers.Map is a handle and is never shared, so the write stays in place; a dictionary is shared and detaches here"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,Put,write,gated,397,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage",fields[ ] = JgsValue.Number(KeyCell(map).Length),"#20: the map's own struct through WritableStruct(); a containers.Map is a handle and is never shared, so the write stays in place; a dictionary is shared and detaches here"
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RemoveAt,write,gated,418,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage",fields[ ] = JgsValue.Cell([.. keptKeys]),#21: as Put — the keyed collection's struct through WritableStruct()
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RemoveAt,write,gated,419,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage",fields[ ] = JgsValue.Cell([.. keptValues]),#21: as Put — the keyed collection's struct through WritableStruct()
src/JGraph.Scripting/Jgs/JgsBuiltins.Keyed.cs,RemoveAt,write,gated,420,0,"M7 gated accessor: Writable*() detaches at Holders > 1, then hands back the entry's own storage",fields[ ] = JgsValue.Number(keptKeys.Count),#21: as Put — the keyed collection's struct through WritableStruct()
src/JGraph.Scripting/Jgs/JgsBuiltins.Linalg.cs,builtin:trace,handback,return,66,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,return args[0],a scalar argument is its own trace
src/JGraph.Scripting/Jgs/JgsBuiltins.Linalg.cs,SingularValueList,unclear,Reshape,117,0,V1.2 states the contract on the helper,"column.Reshape(sigma.Length, 1)",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Linalg.cs,SingularValueList,unclear,Reshape,129,0,V1.2 states the contract on the helper,"result.Reshape(values.Length, 1)",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Linalg.cs,FromRect,unclear,Reshape,401,0,V1.2 states the contract on the helper,"vector.Reshape(rows, 1)",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillCombined,write,local,585,0,M7 gated setter; M3 detaches at Holders > 1,combined[origin + r] = lower + upper - (r == c ? 1 : 0),fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillLower,write,local,604,0,M7 gated setter; M3 detaches at Holders > 1,lower[origin + c] = 1,fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillLower,write,local,605,0,M7 gated setter; M3 detaches at Holders > 1,"factors.Slice(origin + c + 1, n - c - 1).CopyTo(lower[(origin + c + 1)..])",fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillLower,write,local,614,0,M7 gated setter; M3 detaches at Holders > 1,lower[origin + r] = factors[origin + source],fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillLower,write,local,618,0,M7 gated setter; M3 detaches at Holders > 1,lower[origin + r] = 1,fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LinalgForms.cs,FillUpper,write,local,631,0,M7 gated setter; M3 detaches at Holders > 1,"factors.Slice(origin, c + 1).CopyTo(upper[origin..])",fills the factor spans the caller allocated for the answer
src/JGraph.Scripting/Jgs/JgsBuiltins.LombScargle.cs,LombPeriodogram,store,add,83,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",positional.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.MatfunSpectral.cs,MatrixFunctionOf,store,add,541,0,"M2: an entry holds its own wrapper (Share), or the store is not an entry",extra.Add(args[i]),"transient: an argument list, an option table or a working list built for one call; not an entry a later statement can read"
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,builtin:rem,handback,return,46,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"return MapNumeric( , args[0], x => ScalarRem(x, divisor), line, col)","may hand back an argument, or a helper's answer that may be one; the binding shares it, so a write through the name detaches"
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,builtin:num2str,handback,lambda,201,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"NumberText(args, line, col)",NumberText hands a char argument back
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,builtin:int2str,handback,lambda,211,0,M2: shared at the binding (CopyForBinding); not on JgsBuiltins.MintingBuiltins,"WholeNumberText(args, line, col)",WholeNumberText hands a char argument back
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,RegisterMatlabBuiltins,unclear,JgsValue.Cell,259,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); int rows = Count( , args, 0, line, col); int cols = args.Count == 2 ? Count(...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,RegisterMatlabBuiltins,unclear,Reshape,259,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { ArityRange( , args, 1, 2, line, col); int rows = Count( , args, 0, line, col); int cols = args.Count == 2 ? Count(...",the payload comes from the caller; V1.2 states the contract on the helper
src/JGraph.Scripting/Jgs/JgsBuiltins.Matlab.cs,RegisterMatlabBuiltins,unclear,Reshape,300,0,V1.2 states the contract on the helper,"Define( , (args, line, col) => { Arity( , args, 1, line, col); JgsValue names = JgsValue.Cell(StructOf( , args[0], line, col).Keys.Select(JgsValue....",the payload comes from the caller; V1.2 states the contract on the helper
